path,bpm,rms,centroid,score,tier
99_Archive/clean/Digitalis/Collected Vinyl Breaks/19 75mins DJ Mix by Digitalis.flac,136.0,0.1851,2800.4,0.5868,3
"99_Archive/clean/Dilby, Tyler Brunton/It's Alright _ Distant/04 It's Alright (Pornbugs & Buraq Remix).flac",123.05,0.20879,2167.4,0.3491,2
99_Archive/clean/Dimmish/Duplex pt. 1/02 Red Light.flac,129.2,0.22989,3059.8,0.6381,4
99_Archive/clean/Dina Vass/The Love I Have for You/02 The Love I Have For You (Full Intention Classic Mix).flac,129.2,0.09316,3206.5,0.457,3
99_Archive/clean/Dina Vass/The Love I Have for You/03 The Love I Have For You (Club Mix).flac,129.2,0.08112,3125.4,0.4419,3
"99_Archive/clean/Dilby, Tyler Brunton/It's Alright _ Distant/05 It's Alright (Die Vogelperspektive Remix).flac",123.05,0.19119,2728.7,0.3652,2
"99_Archive/clean/DJ Delicious, DERON/Same Man (DERON Rework) (Extended Mix)/01 Same Man (DERON Rework) (Extended Mix).mp3",123.05,0.21776,2550.9,0.4016,3
99_Archive/clean/DJ Fixx/Don't Touch (Original Mix).mp3,136.0,0.0783,2339.7,0.436,3
"99_Archive/clean/DJ Deep, Traumer/Sunday Loop.flac",129.2,0.18131,3313.5,0.5583,3
99_Archive/clean/DJ Brisk & Trixxy/Eye Opener _ I Need Somebody/01 Eye Opener.wav,129.2,0.20881,3460.5,0.6253,4
99_Archive/clean/DJ Bigga G/Mind Body and Soul/02 Mind Body and Soul (4x4 mix).flac,89.1,0.11963,2991.2,0.21,2
99_Archive/clean/Dj Jacuzziy/Tracks From The Swimming Pool/01 The Sunlight.flac,89.1,0.12127,3560.2,0.2618,2
99_Archive/clean/DJ Life/Hypersonic EP/01 White Bricks.flac,89.1,0.21393,3344.8,0.3935,2
99_Archive/clean/DJ Lora/Live Together (Lucati Remix).mp3,129.2,0.2124,3131.7,0.6075,4
99_Archive/clean/DJ Lora/Live Together (Needs No Sleep Remix).mp3,83.35,0.28403,3580.8,0.5388,3
99_Archive/clean/DJ Phenix/Do You Luv Me (Original Mix).mp3,129.2,0.13658,2278.0,0.3941,2
99_Archive/clean/DJ Life/Hypersonic EP/02 Steel.flac,136.0,0.25722,1965.3,0.6735,4
"99_Archive/clean/DJ Juanito/Bust A Groove, Vol. 7/04 The House Call.flac",123.05,0.21432,3212.6,0.4692,3
99_Archive/clean/DJ Life/Hypersonic EP/03 Waverider.flac,92.29,0.28447,1787.0,0.4059,3
99_Archive/clean/DJ Life/Hypersonic EP/04 White Bricks (Adam Pits' Topsy Turvy Mix).flac,136.0,0.18984,2798.2,0.5979,3
99_Archive/clean/DJ Life/Hypersonic EP/05 Steel (Ciel's Tokyo Drifting Remix).flac,143.55,0.26198,2099.1,0.7172,4
99_Archive/clean/DJ Split/Tape Zone (XoXo Mix).mp3,129.2,0.2125,3850.8,0.6525,4
99_Archive/clean/DJ Lucci/Balearic Blessings/00 Balearic Blessings (Vocal Journey Mix).flac,136.0,0.03737,1813.3,0.3873,2
99_Archive/clean/DJ Jedi/The Prophecy EP/04 Dance With The Speaker.flac,107.67,0.23891,3878.4,0.4892,3
99_Archive/clean/DJ Stigma/Baby Sunshine/04 Baby Sunshine (Stig's club edit).mp3,136.0,0.20914,2812.5,0.6397,4
99_Archive/clean/Dodi/How Many Times_/01 How Many Times_ (Original Mix).mp3,123.05,0.28189,2877.4,0.5731,3
"99_Archive/clean/Doorly, Thabo/One For The Crew (Original Mix).mp3",123.05,0.25667,3890.7,0.6021,4
99_Archive/clean/DJ Tonka/She Knows You/04 She Knows You (original version).flac,129.2,0.16913,2554.8,0.4574,3
"99_Archive/clean/Drake/Honestly, Nevermind/02 Drake - Falling Back.mp3",117.45,0.36786,2005.0,0.5115,3
99_Archive/clean/Drake/More Life/05 Drake feat. Black Coffee & Jorja Smith - Get It Together.mp3,123.05,0.2931,1383.3,0.484,3
99_Archive/clean/Donald's House/The Final Front Ear/01 Melodies on the Meridian.flac,117.45,0.16833,2769.4,0.271,2
99_Archive/clean/Drexciya/Grava 4/01 Cascading Celestial Giants.flac,92.29,0.05724,1117.3,0.0589,1
99_Archive/clean/Drexciya/Grava 4/03 Powers of the Deep.flac,64.6,0.09067,1496.0,0.0365,1
99_Archive/clean/Drexciya/Grava 4/04 Drexcyen Star Chamber.flac,136.0,0.06449,2559.4,0.4521,3
99_Archive/clean/Drexciya/Grava 4/02 Gravity Waves.flac,129.2,0.16377,2635.2,0.4566,3
99_Archive/clean/Dr. Kucho!/Mac-In-Touch _ Nosferatu!/01 Mac-In-Touch.wav,129.2,0.12387,3411.8,0.4957,3
99_Archive/clean/Drexciya/Grava 4/05 Drexcyen R.E.S.T. Principle.flac,136.0,0.12487,1222.5,0.4055,3
99_Archive/clean/DOJO ZONE/Mediterranean Express EP/04 Viaje del 23 (Isla mix).wav,86.13,0.11848,2605.1,0.1618,1
99_Archive/clean/Drexciya/Grava 4/06 Hightech Nomads.flac,129.2,0.21643,1955.3,0.5053,3
99_Archive/clean/Drexciya/Grava 4/07 Ociya Syndor.flac,68.0,0.13587,2851.7,0.1773,1
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/01 Intro (The Unknown Aquazone).flac,143.55,0.05918,1926.9,0.4202,3
99_Archive/clean/Drexciya/Grava 4/08 700 Million Light Years From Earth.flac,123.05,0.0705,4049.9,0.3375,2
99_Archive/clean/Drexciya/Grava 4/09 Astronomical Guidepost.flac,117.45,0.16725,3546.6,0.3435,2
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/02 Depressurization.flac,136.0,0.16947,2805.0,0.5615,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/03 Water Walker.flac,129.2,0.19226,3548.5,0.5988,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/06 Unknown Journey VII.flac,123.05,0.22129,3001.4,0.4608,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/07 Unknown Journey VIII.flac,107.67,0.2346,3164.9,0.4411,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/04 Mantaray.flac,143.55,0.18342,3191.1,0.6507,4
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/13 (Unknown Interlude).flac,103.36,0.1122,1987.3,0.1287,1
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/05 Unknown Journey VI.flac,136.0,0.08458,3767.3,0.5654,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/10 Unknown Journey IX.flac,129.2,0.23732,3078.6,0.6568,4
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/08 Living on the Edge.flac,123.05,0.1428,3966.2,0.384,2
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/11 Unknown Journey X.flac,129.2,0.20881,2693.8,0.55,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/12 Aquatic Bata Particles.flac,136.0,0.18678,3158.7,0.6355,4
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/14 Black Sea.flac,92.29,0.21787,1224.5,0.2435,2
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/09 Hydro Cubes.flac,107.67,0.19921,3589.5,0.3931,2
99_Archive/clean/Dubman F_/Central (Carval Remix).mp3,123.05,0.21808,2928.9,0.4436,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/16 The Last Transmission.flac,129.2,0.16055,2380.1,0.4301,3
99_Archive/clean/Drifters Inc_/Rubber Funk/03 Drifting Away (No Bone Bass Mix).flac,129.2,0.16271,1797.7,0.3906,2
99_Archive/clean/Dubman F_/Central (Hernandez.D Remix).mp3,123.05,0.25604,1769.5,0.433,3
99_Archive/clean/Dubman F_/Central (Meet Dubremix).mp3,123.05,0.16089,2952.3,0.3361,2
99_Archive/clean/Dubman F_/Central (Mrodriguez Remix).mp3,123.05,0.19819,2890.3,0.3991,2
99_Archive/clean/Dubman F_/Dont Laux (Jorge Cary Remix).mp3,117.45,0.19887,2652.9,0.3191,2
99_Archive/clean/Dubman F_/Dont Laux (Kassier Remix).mp3,123.05,0.20968,3462.2,0.4798,3
99_Archive/clean/Dubman F_/Dont Laux (Lionel Escobar Remix).mp3,123.05,0.2863,2279.3,0.5282,3
99_Archive/clean/Drexciya/Journey of the Deep Sea Dweller IV/15 Sighting in the Abyss.flac,123.05,0.1995,3338.9,0.4498,3
99_Archive/clean/Dubman F_/Dont Laux (The Sahoo Conection Remix).mp3,123.05,0.16175,2803.0,0.3229,2
99_Archive/clean/Duke Dumont feat. Jax Jones/I Got U/01 I Got U.mp3,123.05,0.22607,2466.2,0.4189,3
99_Archive/clean/Duowe/Line In The Sand EP/04 Sandy's Sway (1).mp3,129.2,0.23989,2871.6,0.6363,4
"99_Archive/clean/Eclipsed Horizon/Passarani, M.Chrome (Original Mix) 127.mp3",129.2,0.26177,2295.7,0.6358,4
99_Archive/clean/Easy Lee/Ricardo Villalobos (Random Factor Remix) 129.mp3,129.2,0.25469,1417.4,0.5692,3
99_Archive/clean/Dxnby/Ozone.flac,129.2,0.20113,3178.1,0.5902,3
99_Archive/clean/East End Dubs/Fever.flac,129.2,0.28027,2745.5,0.7116,4
99_Archive/clean/Eddie Richards/Feel The Music (Original Mix).mp3,123.05,0.16586,3319.4,0.3862,2
99_Archive/clean/Eder Tobes/Calling (Original Mix).mp3,123.05,0.31882,2061.9,0.5532,3
99_Archive/clean/Eddie Richards/Soul Is Life _ M'Baby/01 Soul Is Life.mp3,123.05,0.25139,2157.2,0.4503,3
99_Archive/clean/Eder Tobes/Irony (Original Mix).mp3,83.35,0.23992,3944.0,0.4575,3
99_Archive/clean/Eder Tobes/The Sun Is Gonna Shine (Original Mix).mp3,123.05,0.17589,4099.2,0.4347,3
99_Archive/clean/Eder Tobes/Time Flies (Original Mix).mp3,123.05,0.26228,3212.9,0.5832,3
99_Archive/clean/Edward Plank/Follow Me (Original Mix).mp3,123.05,0.31751,3190.4,0.6631,4
99_Archive/clean/East End Dubs/Bec's Groove/04 Jazzed in Time (Chris Stussy remix).flac,129.2,0.24867,3132.8,0.6917,4
99_Archive/clean/Dukwa/Tangled/01 Tangled.wav,129.2,0.24689,2934.6,0.6627,4
"99_Archive/clean/Elliot Schooling, Liam Palmer, Halana Roma/Hey Johnny (Extended Mix).mp3",129.2,0.28173,2912.7,0.7327,4
99_Archive/clean/Elijah Jones/Contemplate (Original Mix).mp3,129.2,0.31169,2827.9,0.7645,4
99_Archive/clean/Edward Plank/Power Up (Original Mix).mp3,123.05,0.34299,2907.8,0.6454,4
"99_Archive/clean/Elio Riso, Raffunk/To Be Or Not To Be (Vocal Mix).mp3",129.2,0.20798,2894.1,0.5738,3
"99_Archive/clean/Elleot, Andrey Djackonda/Night'n'Day.mp3",129.2,0.19559,2149.7,0.4785,3
99_Archive/clean/Elysia/The Vibe (Original Mix).mp3,123.05,0.20681,3735.9,0.4885,3
99_Archive/clean/Elysia/Affection (Original Mix).mp3,117.45,0.16181,3432.8,0.3306,2
99_Archive/clean/Enzo Siragusa/Laughing Tones EP/01 Laughing Tones.flac,129.2,0.30714,1947.4,0.6828,4
99_Archive/clean/Enzo Siragusa/Listen.flac,136.0,0.29386,1903.9,0.7383,4
99_Archive/clean/Erickson Gronerth/This Is Another (Original Mix).mp3,123.05,0.28421,3183.8,0.6213,4
99_Archive/clean/Ernest & Frank/Acid Baths (Argy Remix).mp3,129.2,0.35556,830.3,0.6816,4
"99_Archive/clean/Erickson Gronerth, Effio/EH! (Original Mix).mp3",123.05,0.23609,3644.7,0.5508,3
99_Archive/clean/Ernest & Frank/Acid Baths (Original Mix).mp3,123.05,0.21543,3339.0,0.4888,3
99_Archive/clean/Ernest & Frank/Locked (Original Mix).mp3,123.05,0.26685,3093.1,0.5789,3
99_Archive/clean/Ernest & Frank/Why Not (Original Mix).mp3,129.2,0.3198,3486.0,0.8397,5
99_Archive/clean/Energy 52/The Best of the Cafe del Mar Remixes/16 Cafe del Mar (Ricardo Villalobos remix).wav,136.0,0.06784,1860.7,0.3991,2
99_Archive/clean/Eric OS/From The Void/02 Windowbreaker.flac,123.05,0.2045,2503.5,0.3758,2
99_Archive/clean/Eric OS/Liminal Space/03 Shiitake.flac,129.2,0.17701,2866.2,0.5082,3
99_Archive/clean/ESH/Peter Gunn/01 Peter Gunn (Extended Mix).mp3,129.2,0.24414,2476.7,0.6114,4
99_Archive/clean/Eric OS/The Wandering Mind/1-02 Sonic Wave.flac,123.05,0.25434,2541.5,0.4927,3
99_Archive/clean/Espinal & Nova/Too Close (Original Mix).mp3,123.05,0.28349,2427.9,0.5398,3
99_Archive/clean/Evan Duthie/You Got Lucky/01 You Got Lucky.mp3,123.05,0.31724,3198.9,0.6665,4
99_Archive/clean/Eternal Embrace/Swoose (Original Mix) 128.mp3,129.2,0.21891,3980.5,0.6753,4
99_Archive/clean/Evelyn _champagne_ King/The Essential Evelyn _Champagne_ King/1-03 Evelyn _champagne_ King - I'm in Love (12_ version remastered).mp3,112.35,0.10649,3006.0,0.2259,2
99_Archive/clean/Experiencia Y Esperanza/Alfredo Ávila (Original Mix) 124.mp3,123.05,0.29862,2903.9,0.611,4
99_Archive/clean/Fab Massimo/FOR YOU/01 FOR YOU.mp3,123.05,0.20747,3311.1,0.469,3
99_Archive/clean/Fantasy/Dust Yard (Original Mix) 128.mp3,129.2,0.26567,1740.4,0.6075,4
99_Archive/clean/Étienne de Crécy/Super Discount/02 Étienne de Crécy - Prix choc.flac,129.2,0.08793,2841.4,0.4206,3
99_Archive/clean/Fade 2 End/Quiet Storm EP/00 Sundance.flac,129.2,0.09184,2068.5,0.3535,2
99_Archive/clean/Explosion de caca/Best of/05 Chante.flac,63.02,0.29184,2723.1,0.4439,3
99_Archive/clean/Fantastic Man/The Axis of People/02 Warm Waters.flac,136.0,0.20149,3065.5,0.6536,4
"99_Archive/clean/Fantastic Man/Visions of Dance, Vol. 2/01 Beyond Control.flac",129.2,0.14921,2486.9,0.4301,3
99_Archive/clean/Fatima Rainey/Hey/03 Hey (Mount Rushmore's Deep Vocal Mix).flac,129.2,0.17183,3584.7,0.5674,3
99_Archive/clean/Fade 2 End/Quiet Storm EP/00 Daze.flac,129.2,0.10218,4098.6,0.5113,3
99_Archive/clean/FF Edits/You Give Me Something (FF Edits).mp3,117.45,0.19567,3028.1,0.3532,2
99_Archive/clean/Fin & Stanley/One More Word (Michael Ritter Remix).mp3,123.05,0.2548,2241.1,0.4701,3
99_Archive/clean/Felon5/Luckison004/01 Bernie'S Watch.flac,129.2,0.14509,2999.8,0.4794,3
99_Archive/clean/Felon5/Luckison004/03 Dr Rubik.flac,129.2,0.11583,2627.0,0.4151,3
99_Archive/clean/Fin & Stanley/One More Word (Original Mix).mp3,123.05,0.22477,2546.5,0.428,3
99_Archive/clean/Felipe Gordon/The Punk Automata EP/04 Please Don't Go (feat. Bob The Egoist).flac,83.35,0.23914,2641.4,0.3547,2
99_Archive/clean/First Summer/Tuccillo (Original Mix) 122.mp3,123.05,0.26977,2795.4,0.5525,3
99_Archive/clean/Flashmob/Lagoon (Original Mix).mp3,123.05,0.19157,1378.0,0.283,2
99_Archive/clean/FLETCH (GB)/Play House (Original Mix).mp3,129.2,0.22352,3617.0,0.6769,4
99_Archive/clean/Flashmob/Pacific (Original Mix).mp3,123.05,0.26047,1312.8,0.433,3
99_Archive/clean/Flashmob/Wildest (Original Mix).mp3,123.05,0.16345,2987.0,0.3521,2
99_Archive/clean/Fleetwood Mac/Tango in the Night/1-02 Seven Wonders.mp3,117.45,0.13571,2194.2,0.1839,1
99_Archive/clean/Flor Coto/Liquid Heart (Phill Prince Reinterpretation).mp3,129.2,0.23617,1936.4,0.5555,3
99_Archive/clean/Flusong/Dj Life (Original Mix) 136.mp3,136.0,0.22904,1817.6,0.6041,4
99_Archive/clean/FM Stroemer/Morning Light/06 Morning Light (Future Funk remix).mp3,86.13,0.29673,3032.1,0.5214,3
99_Archive/clean/Fog/Atlas Zero One (Original Mix).mp3,123.05,0.27876,2304.1,0.5243,3
99_Archive/clean/Fog/Depth 1 (Original Mix).mp3,99.38,0.22966,2003.8,0.3107,2
99_Archive/clean/Fog/Balanced (Original Mix).mp3,123.05,0.17852,1514.7,0.2626,2
99_Archive/clean/Fog/Depth 2 (Original Mix).mp3,123.05,0.24074,2616.3,0.4693,3
99_Archive/clean/Florence/Bette.flac,117.45,0.10867,2900.4,0.227,2
99_Archive/clean/Fog/Unbalanced (Original Mix).mp3,123.05,0.15653,2506.3,0.2927,2
99_Archive/clean/Forza/Manuel Darquart (Original Mix) 123.mp3,123.05,0.1343,2873.9,0.3075,2
99_Archive/clean/Florence/Music.flac,117.45,0.08994,2949.8,0.222,2
99_Archive/clean/Fracture & Sam Binga/Omura/05 Lake.flac,129.2,0.44406,1718.1,0.7141,4
99_Archive/clean/Fracture & Sam Binga/Omura/01 Omura.flac,129.2,0.21343,2168.2,0.5238,3
99_Archive/clean/Fracture & Sam Binga/Omura/09 Conditional.flac,112.35,0.23052,3548.4,0.4677,3
99_Archive/clean/Fracture & Sam Binga/Omura/06 Xtatic.flac,136.0,0.22677,4248.3,0.7701,4
99_Archive/clean/Fracture & Sam Binga/Omura/02 Advisory List.flac,68.0,0.22915,4309.8,0.4257,3
99_Archive/clean/Francesco Poggi/Turbolar Bells (Original Mix).mp3,123.05,0.20944,3275.1,0.4754,3
99_Archive/clean/Frank & Tony/After All/01 Ways of Mine.mp3,117.45,0.32155,1408.2,0.466,3
99_Archive/clean/Fracture & Sam Binga/Omura/03 Maps.flac,129.2,0.20387,3422.0,0.6233,4
99_Archive/clean/Fracture & Sam Binga/Omura/04 Folds.flac,69.84,0.25309,2501.5,0.3621,2
99_Archive/clean/Fracture & Sam Binga/Omura/10 6 Foot Drift.flac,107.67,0.2384,956.4,0.2978,2
99_Archive/clean/Franky Rizardo/Sprinkler (Original Mix).mp3,129.2,0.26635,2420.0,0.6612,4
99_Archive/clean/Fracture & Sam Binga/Omura/07 Termites.flac,107.67,0.22041,3071.4,0.4012,3
99_Archive/clean/Franky Rizardo/You (Original Mix).mp3,129.2,0.2771,2289.1,0.6705,4
99_Archive/clean/Fracture & Sam Binga/Omura/08 Cold Edge.flac,89.1,0.33396,3057.7,0.5673,3
"99_Archive/clean/Frida Darko, Atric/Hush/01 Hush (Extended Mix).mp3",123.05,0.27528,2027.6,0.4971,3
99_Archive/clean/Future Lab/Strange (Original Mix).mp3,129.2,0.25512,4651.1,0.7682,4
99_Archive/clean/GAGH/Bombo (Original Mix).mp3,83.35,0.27346,3565.1,0.5171,3
99_Archive/clean/GAGH/Break Them Up (Original Mix).mp3,83.35,0.25462,2897.5,0.4213,3
99_Archive/clean/GAGH/Rythm Of The Beat (Original Mix).mp3,129.2,0.1776,3712.1,0.5862,3
99_Archive/clean/GAGH/Zebra (Original Mix).mp3,123.05,0.25163,3310.2,0.5731,3
"99_Archive/clean/Galo Azin, M-Sol Deep, Wisso/No Time (Original Mix) 121.mp3",123.05,0.20235,3196.7,0.4536,3
"99_Archive/clean/Gay Marvine/Secret Mixes Fixes, Vol. 10/01 No No No Señor.mp3",123.05,0.09917,1953.3,0.2016,2
99_Archive/clean/Gap/Janeret (Original Mix) 130.mp3,129.2,0.25004,2264.7,0.6136,4
99_Archive/clean/Furz/Intergalactic Conexion.flac,129.2,0.23556,2962.9,0.6487,4
99_Archive/clean/Future Lab/Turning Around (Original Mix).mp3,129.2,0.22228,3569.5,0.6736,4
99_Archive/clean/Funky Green Dogs From Outer Space/Reach for Me/02 Reach for Me (Vibe mix).flac,117.45,0.12822,4333.2,0.3221,2
99_Archive/clean/Ghoti/Will Hofbauer (Original Mix) 132.mp3,129.2,0.18462,2178.8,0.4654,3
99_Archive/clean/Ghosten/Reductor EP/02 Reductor.mp3,129.2,0.27862,2062.9,0.6582,4
99_Archive/clean/Garrett David/Live From The Dog Cave/01 Ooh Aah.flac,123.05,0.18085,3524.5,0.4326,3
"99_Archive/clean/GIORG, Santez/Love The Way (Original Mix).mp3",83.35,0.17744,3845.5,0.3253,2
99_Archive/clean/GETTRAUM/GETTRAUM Hors Serie 004/02 Madame (Main Mix).flac,123.05,0.10447,2709.5,0.2686,2
"99_Archive/clean/GIORG, Santez/Surrender (Original Mix).mp3",123.05,0.26018,3562.0,0.6092,4
"99_Archive/clean/GIORG, Santez/Timeout (Original Mix).mp3",123.05,0.26274,3275.8,0.5983,3
99_Archive/clean/Glen Horsborough/My Identity (KPD & Lunnas Remix).mp3,123.05,0.17195,4032.0,0.4369,3
99_Archive/clean/Glen Horsborough/My Identity (Original Mix).mp3,123.05,0.24626,3147.3,0.546,3
99_Archive/clean/Gonza Ponce/Cobra (Goodkidmadcity Remix) 121.mp3,123.05,0.20489,3159.4,0.4557,3
99_Archive/clean/Gonza Ponce/Cobra (Original Mix) 117.mp3,117.45,0.28257,2555.2,0.4904,3
99_Archive/clean/Ghoulish/BB-007/00 Chase The Sun.flac,136.0,0.15022,2451.0,0.5009,3
99_Archive/clean/Got Me!/A.Wild (Original Mix) 127.mp3,129.2,0.18834,2935.7,0.5454,3
99_Archive/clean/GREYSKOOLEDITS/Inside The Box/01 Saving My Love In.mp3,123.05,0.20254,3207.1,0.4571,3
99_Archive/clean/Giralda/Spacer Edit.flac,129.2,0.16416,3876.5,0.5721,3
99_Archive/clean/Groove 3/Demuja (Original Mix) 130.mp3,129.2,0.24986,3523.7,0.7339,4
99_Archive/clean/Green Velvet/The Chapters of Green Velvet/01 Green Velvet & Patrick Topping - Voicemail.flac,123.05,0.33058,3186.3,0.6821,4
99_Archive/clean/Guru Reza/About Last Night EP/01 About Last Night.mp3,83.35,0.27577,3360.1,0.5119,3
99_Archive/clean/Gruuve/Deep Realities (Original Mix).mp3,83.35,0.21929,1881.3,0.2547,2
99_Archive/clean/Ground Level/Journey Through the Night (Mount Rushmore Journey Through the Dub).flac,83.35,0.09821,1911.1,0.0837,1
99_Archive/clean/Guru Reza/About Last Night EP/02 Gotta Move.mp3,123.05,0.24024,2695.9,0.4807,3
"99_Archive/clean/Gustaff, Alex Sounds/Flying Fish (Original Mix).mp3",123.05,0.21645,2797.4,0.4413,3
"99_Archive/clean/Gustaff, Alex Sounds/Not Real (Original Mix).mp3",123.05,0.22434,2329.2,0.4155,3
"99_Archive/clean/Hamu Feat. Happie/Traumer, Anton, Antraum, Happie (Extended Version) 128.mp3",129.2,0.19297,2825.7,0.5451,3
99_Archive/clean/Harvey Sutherland/Hummingbird/01 Hummingbird.mp3,129.2,0.27812,2278.7,0.6747,4
99_Archive/clean/Hassio (COL)/Agua De Coco (Original Mix).mp3,123.05,0.17366,3219.3,0.4038,3
99_Archive/clean/Hassio (COL)/Contamined Key (Original Mix).mp3,123.05,0.19312,1238.9,0.2908,2
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/01 Immersion (Requires A Certain Stillness).flac,143.55,0.09926,3351.8,0.5717,3
99_Archive/clean/HearThuG/Planet Rhythm X (BP018)/02 Planet Rhythm X.flac,136.0,0.21903,1589.1,0.57,3
99_Archive/clean/HearThuG/Planet Rhythm X (BP018)/04 Love Lesson Ft. Fig Republic.flac,136.0,0.18669,2258.3,0.5439,3
99_Archive/clean/HearThuG/Planet Rhythm X (BP018)/03 The Land of the Never Ending Acid Jazz.flac,99.38,0.17996,2345.2,0.2293,2
99_Archive/clean/HearThuG/Planet Rhythm X (BP018)/01 Earthling.flac,136.0,0.18765,1390.8,0.4965,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/01 Esoterik - Mayhem.flac",152.0,0.21306,1262.9,0.5742,3
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/02 Gullotine Clause.flac,136.0,0.17926,2160.7,0.5219,3
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/03 Dissolve Yourself.flac,89.1,0.23211,1930.0,0.3027,2
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/04 Intersequence.flac,129.2,0.24839,1787.2,0.5776,3
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/05 Immersion (Denham Audio Remix).flac,143.55,0.1452,2724.6,0.5411,3
99_Archive/clean/Hedchef/FBN008 - A Disappeared Regime Of Materiality/06 Gullotine Clause (Tom Place Remix).flac,107.67,0.23188,2241.7,0.3434,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/02 Mononom - Shrinking.flac",103.36,0.23617,2221.9,0.3439,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/03 Jaquarius - Metamine.flac",80.75,0.35163,1730.2,0.4304,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/05 Galaxian - Private Tyranny.flac",99.38,0.29125,2183.2,0.4482,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/04 Slaves of Sinus - Chaos (And Me).flac",69.84,0.18972,2975.9,0.2713,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/06 Blackmass Plastics - Holy Handgrenade.flac",103.36,0.22536,2632.0,0.3577,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/09 Paul Blackford - Dance Yourself to Death.flac",76.0,0.17952,1958.5,0.1615,1
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/07 Volruptus - We Are the Cyborgs.flac",78.3,0.40675,3209.1,0.5726,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/13 Solar X - Bionic Man.flac",80.75,0.22504,1345.3,0.2317,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/08 Animistic Beliefs - An Eye for A.I..flac",152.0,0.16406,1929.7,0.5061,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/10 DJ Godfather & DJ Starski - City of Boom.flac",76.0,0.26703,2369.1,0.3827,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/11 Dirty Hospital - The General.flac",99.38,0.26136,2876.8,0.4592,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/14 The Advent - Work Dat.flac",76.0,0.28703,2105.0,0.3993,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/12 Galaxian - Glasgow to Detroit.flac",152.0,0.16789,2390.3,0.5472,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/15 O-Wells - Park Jit.flac",152.0,0.19782,2633.2,0.6259,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/17 Morah & Hauff - Segment 3.flac",99.38,0.3051,1945.9,0.4477,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/16 Privacy - Go.flac",76.0,0.20981,2321.4,0.2512,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/18 Somatic Responses - Open Window.flac",161.5,0.22236,2351.7,0.6582,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/19 Nasenbluten - Intellectual Killer.flac",92.29,0.17953,2959.9,0.2864,2
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/21 L.F.T. - Data Move.flac",136.0,0.34171,2021.6,0.7915,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/20 Subtopia - The Mob Rules (Umwelt remix).flac",136.0,0.21314,2279.8,0.6035,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/22 QDT - [untitled].flac",152.0,0.26624,2976.4,0.8144,5
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/26 L.F.T. - Nucleon.flac",136.0,0.15566,2152.1,0.4829,3
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/25 Shedbug - Sibelle.flac",136.0,0.31431,2255.8,0.7904,4
"99_Archive/clean/Helena Hauff/Kern, Vol. 5/24 SC-164 - Telegraph.flac",89.1,0.33501,1399.8,0.4384,3
