path,bpm,rms,centroid,score,tier
99_Archive/clean/Sam Brickel/Speaking Through Machines/05 Speaking Through Machines [Consulate Remix].flac,107.67,0.12057,1398.2,0.1112,1
99_Archive/clean/Sapian/Ruthless Kid/01 Ruthless Kid (Original Mix).mp3,129.2,0.21235,3221.7,0.6647,4
99_Archive/clean/Sascha Sonido/Delta (Original Mix).mp3,123.05,0.26355,1103.9,0.482,3
99_Archive/clean/Sascha Sonido/In The Jungle (Original Mix).mp3,123.05,0.26879,2539.5,0.5705,3
99_Archive/clean/Sascha Sonido/Mindstate (Original Mix).mp3,129.2,0.35289,2497.2,0.7995,4
99_Archive/clean/Scooter/Push the Beat for This Jam_ The Second Chapter/2-05 Ramp! (The Logical Song) (original club mix).mp3,129.2,0.20795,2186.4,0.5496,3
"99_Archive/clean/Sebastian Ledher, Alessio Bianchi/Beat Again (Original Mix).mp3",123.05,0.27565,3524.3,0.6777,4
"99_Archive/clean/SATRx- Sub Label/SatRX005- Dj Quest, 30HZ Rx's/01 Dj Quest _Bytecon_ remix.flac",136.0,0.10485,2628.7,0.4901,3
99_Archive/clean/Sander Kleinenberg/Everybody/1-07 Monkz - Nu Bluez.flac,129.2,0.25911,2171.8,0.6637,4
99_Archive/clean/Sergio Saffe/Holly (Original Mix).mp3,129.2,0.25026,3316.2,0.7573,4
99_Archive/clean/Shaded (LA)/Mad Stacks (Demuir's 'Playboy' Remix).mp3,129.2,0.09045,3164.0,0.5009,3
99_Archive/clean/Shaded (LA)/Mad Stacks (Original Mix).mp3,123.05,0.33867,1690.5,0.5929,3
"99_Archive/clean/SATRx- Sub Label/SatRX005- Dj Quest, 30HZ Rx's/02 30HZ _Bytecon_ remix.flac",107.67,0.15959,2772.8,0.2468,2
99_Archive/clean/Seb Fontaine/Perfecto Presents Type 01/1-04 Chiapet - Westworld (Nic Fanciulli's Skylark mix).flac,129.2,0.23416,3399.2,0.7277,4
99_Archive/clean/Serious Danger/The Program/08 Serious Danger - Battle Plate.flac,136.0,0.30303,3195.2,0.884,5
99_Archive/clean/Sebo K & Metro/Saxtrack/03 Saxtrack (Reboot Twisted Fist remix).wav,123.05,0.16877,2605.4,0.3649,2
99_Archive/clean/Shawn Ward/Sunny Places EP/01 Digital Bug.flac,129.2,0.17816,3355.1,0.6063,4
99_Archive/clean/Sepp/Griffin EP/01 Lurid.flac,123.05,0.17116,2407.9,0.3539,2
99_Archive/clean/Shcuro/Signs of Unsettlement/01 Predicting Mechanisms.flac,73.83,0.19902,2511.6,0.2436,2
99_Archive/clean/Shcuro/Signs of Unsettlement/02 Exclusion.flac,143.55,0.29695,2132.7,0.7857,4
99_Archive/clean/Shcuro/Signs of Unsettlement/03 Surface tension.flac,152.0,0.31334,2230.7,0.8153,5
99_Archive/clean/Shcuro/Signs of Unsettlement/04 Unbearable Heaviness.flac,92.29,0.27603,2067.0,0.4107,3
99_Archive/clean/Shindig/Timeless EP Part 2/01 I Said Come On.flac,123.05,0.11094,3067.2,0.3585,2
99_Archive/clean/Si Begg/Breaks and Rares 1999-2004/02 Si Begg - - I Can't Take It (2020 Remaster).flac,136.0,0.28553,3935.7,0.9022,5
99_Archive/clean/Si Begg/Breaks and Rares 1999-2004/04 Buckfunk 3000 aka Si Begg - The Same Old Thing (Original Mix).flac,161.5,0.22782,3043.3,0.7437,4
99_Archive/clean/Si Begg/Breaks and Rares 1999-2004/07 Christian Harder vs Si Begg - Popland (Unreleased Si Begg Dub).flac,136.0,0.21565,1680.5,0.5793,3
99_Archive/clean/Si Begg/Breaks and Rares 1999-2004/09 Jason Sparks vs Si Begg - Gangsters (Si Begg Unreleased Remix 3).flac,136.0,0.18494,3052.5,0.6317,4
99_Archive/clean/Si Begg/Energie Electrique/01 Energy.flac,129.2,0.18106,1623.9,0.4601,3
99_Archive/clean/Sidney Charles/Low End Theory EP/03 Sidney Charles - We Keep On Groovin.mp3,129.2,0.27353,3446.4,0.8148,5
99_Archive/clean/Si Begg/Breaks and Rares 1999-2004/10 S I Futures aka Si Begg - Technology (Early Version).flac,136.0,0.29117,3222.6,0.8741,5
99_Archive/clean/Si Begg/Energie Electrique/02 Buckfunk Beatz.flac,69.84,0.13414,1888.6,0.0936,1
99_Archive/clean/SInce Always/F Dat (Original Mix).mp3,63.02,0.24917,3190.7,0.4168,3
99_Archive/clean/SInce Always/To Ya! (Original Mix).mp3,129.2,0.25835,3658.5,0.7976,4
99_Archive/clean/Sitges/Luna Ludmila (Original Mix) 131.mp3,129.2,0.30379,2098.2,0.7344,4
99_Archive/clean/Snad/AM Yard/03 The Pursuit.mp3,63.02,0.10928,2846.0,0.1464,1
99_Archive/clean/Slide By Side/K-Lone (Original Mix) 125.mp3,123.05,0.18604,2215.9,0.3645,2
99_Archive/clean/Si Begg/Energie Electrique/03 MS10 Machine Funk.flac,117.45,0.18217,1680.2,0.2182,2
99_Archive/clean/Si Begg/Energie Electrique/04 Electro P1 B.flac,129.2,0.1277,2104.9,0.4233,3
99_Archive/clean/Snowfox/Glennny (Original Mix) 127.mp3,129.2,0.14367,3722.7,0.5779,3
99_Archive/clean/Solee/Herzfunke/01 Herzfunke (Original Mix).mp3,129.2,0.30302,2026.1,0.7286,4
99_Archive/clean/SNK/Samurai Remix/09 Feel It (Mr. Organ Mix).flac,83.35,0.05537,2495.3,0.1179,1
"99_Archive/clean/Some Of It/Lauer, Nixxie (Original Mix) 125.mp3",123.05,0.22528,2618.7,0.4845,3
99_Archive/clean/Someguy/Charge (Original Mix).mp3,123.05,0.33154,3430.2,0.7454,4
99_Archive/clean/Someguy/Rock The Beat (Original Mix).mp3,83.35,0.26081,3302.5,0.485,3
99_Archive/clean/Sound Out/Scratch It EP/01 Scratch It.mp3,123.05,0.30968,2963.0,0.6787,4
99_Archive/clean/Sound Out/Scratch It EP/02 Between the Sheets.mp3,123.05,0.24849,2513.3,0.5264,3
99_Archive/clean/Solitaire Gee/Slumberland/03 Slumberland (edit).flac,123.05,0.0633,3317.4,0.3621,2
99_Archive/clean/Sound Out/Scratch It EP/03 Between the Sheets (Simone Rizzuto remix).mp3,83.35,0.26714,2773.2,0.4402,3
99_Archive/clean/Sound Out/Scratch It EP/04 Scratch It (Lowerdose remix).mp3,123.05,0.26397,3198.6,0.6381,4
99_Archive/clean/Space Planet/A New Dimension of Trance/05 Free My Body (Scream mix).mp3,123.05,0.312,3216.3,0.7136,4
99_Archive/clean/Space Talk/Vince Void (Original Mix) 126.mp3,123.05,0.22659,2876.0,0.517,3
99_Archive/clean/Soul Capsule/Overcome/02 Lady Science (NYC Sunrise).flac,64.6,0.04283,477.5,0.0088,1
99_Archive/clean/Stefano Cioffi/Freak (Original Mix).mp3,123.05,0.27571,3676.3,0.6898,4
"99_Archive/clean/Stefano Noferini, Leonardo Gonnelli/Airgoose (Original Mix).mp3",129.2,0.30388,3122.0,0.8358,5
99_Archive/clean/Stemi/Audio Space 29 (Original Mix).mp3,129.2,0.36317,1783.5,0.7523,4
99_Archive/clean/Stemi/Roots (Original Mix).mp3,129.2,0.27809,2114.0,0.7002,4
99_Archive/clean/Stemi/Transition (Original Mix).mp3,129.2,0.26932,2317.8,0.6995,4
99_Archive/clean/Stacey Pullen/Fabric 14_ Stacey Pullen/06 Peace Division - Beatz in Peacez 03.flac,129.2,0.19335,2797.8,0.5807,3
99_Archive/clean/Steve Hackett/Broken Skies Outspread Wings (1984–2006)/4-06 Dreaming With Open Eyes.mp3,123.05,0.31553,1739.6,0.5838,3
99_Archive/clean/Subb‐an feat. Frank H Carter III/What I Do (Remixes)/04 What I Do (Burnski's _Tulum_ remix).mp3,123.05,0.22341,2783.5,0.4997,3
99_Archive/clean/Sublee/What Goes Around EP/01 Metime.mp3,129.2,0.19012,2300.2,0.5273,3
99_Archive/clean/Stooge/Secrets/01 Secrets.flac,161.5,0.10401,2330.4,0.4847,3
99_Archive/clean/Survival & Silent Witness/In From the Wild/05 Survival & Silent Witness - System Fault (extended mix).mp3,129.2,0.25986,3141.5,0.7675,4
"99_Archive/clean/Sunrise/Satoshi Tomiie, Dopeus (Original Mix) 115.mp3",117.45,0.28932,2557.5,0.5071,3
99_Archive/clean/Sound Set/So In Love With You/03 So In Love With You (Re-Dub).flac,161.5,0.16107,2944.6,0.5983,3
99_Archive/clean/Stussko/Spacefunk EP/01 Spacefunk.flac,129.2,0.21328,2419.5,0.5869,3
99_Archive/clean/Stussko/Audio Control/03 All Night Long.flac,129.2,0.18134,2982.7,0.5763,3
99_Archive/clean/Stussko/Surreal EP/02 Surreal.flac,86.13,0.25523,2622.6,0.4047,3
99_Archive/clean/Sweater/Lost Files Vol. 3/01 Give It Up.flac,161.5,0.07848,1778.9,0.4339,3
99_Archive/clean/Sweater/Lost Files Vol. 3/02 Freak It Baby.flac,123.05,0.15931,1888.9,0.2976,2
99_Archive/clean/SY (DE)/Body Move (Original Mix).mp3,129.2,0.27382,1738.1,0.6672,4
99_Archive/clean/SY (DE)/Breathe (Original Mix).mp3,129.2,0.27113,1822.4,0.6676,4
99_Archive/clean/Sweater/Lost Files Vol. 3/05 Yall Bounced_.flac,129.2,0.17297,2399.0,0.5043,3
99_Archive/clean/SY (DE)/Feel It (Den Haas Remix).mp3,129.2,0.25434,2223.2,0.6638,4
99_Archive/clean/SY (DE)/Feel It (Original Mix).mp3,129.2,0.24055,3231.6,0.7333,4
99_Archive/clean/Swag_ 2nd Shift/Fantasy (80's Late Night Fanta Dub) [feat. 2nd Shift].wav,123.05,0.13439,3028.5,0.3739,2
99_Archive/clean/Sweater/Lost Files Vol. 3/04 Liquid Energy.flac,129.2,0.13781,1892.1,0.4221,3
99_Archive/clean/Sweater/Lost Files Vol. 3/03 Work Ya Body.flac,123.05,0.12665,3070.2,0.3758,2
99_Archive/clean/Talisk/Aura/01 Aura.mp3,129.2,0.28141,3146.0,0.8103,5
99_Archive/clean/The Bit Goes Further/Mees Mattern (Original Mix) 123.mp3,123.05,0.15554,1509.7,0.2731,2
"99_Archive/clean/Tebra, Budajevo/The Flute (Klik & Frik Remix) 115.mp3",117.45,0.13341,2922.2,0.2553,2
99_Archive/clean/The 5th Season/Pistaccio (Original Mix) 130.mp3,129.2,0.2436,3419.5,0.7548,4
99_Archive/clean/Terry Farley/Acid Rain_ Definitive Original Acid and Deep House 1985–1991/3-01 Mike Dunn - Magic Feet.mp3,129.2,0.27192,3268.5,0.8047,5
99_Archive/clean/Talieu/Do What You Want (Talieu's 2023 Re-Dub).wav,63.02,0.25193,3044.1,0.406,3
99_Archive/clean/The Clash & Ranking Roger/Rock the Casbah/01 Rock the Casbah.flac,129.2,0.18333,2928.1,0.5758,3
99_Archive/clean/The Exaltics/II Worlds/2-02 Day by Day.flac,136.0,0.08731,1517.9,0.4063,3
99_Archive/clean/The Exaltics/II Worlds/1-05 One.flac,129.2,0.26381,2216.5,0.6853,4
99_Archive/clean/The Exaltics/II Worlds/2-01 Skyway Chase.flac,136.0,0.21895,2257.7,0.6251,4
99_Archive/clean/The Exaltics/II Worlds/1-03 Tunnel Chase.flac,92.29,0.24023,2274.6,0.3484,2
99_Archive/clean/The Exaltics/II Worlds/1-04 The Others.flac,136.0,0.26897,2461.8,0.7534,4
99_Archive/clean/The Exaltics/II Worlds/1-06 Symbionts Came Through the Green Lights.flac,117.45,0.26264,1545.8,0.3904,2
99_Archive/clean/The One/Fred Everything (Original Mix) 123.mp3,61.52,0.08822,2133.3,0.066,1
99_Archive/clean/The Exaltics/II Worlds/2-04 439.flac,123.05,0.35465,498.1,0.5847,3
99_Archive/clean/The Exaltics/II Worlds/2-05 The Hunt Is On.flac,136.0,0.29972,1680.7,0.7492,4
99_Archive/clean/The Exaltics/II Worlds/2-03 Missing Places.flac,136.0,0.3154,1805.6,0.7725,4
99_Archive/clean/The Exaltics/II Worlds/2-06 Another World Underneath.flac,129.2,0.26024,1945.9,0.6584,4
99_Archive/clean/The String/Mtty (Original Mix) 129.mp3,129.2,0.17389,3116.2,0.5835,3
"99_Archive/clean/The Voyagers/The Hacker, Endrik Schroeder, The Hacker & Endrik Schroeder Project (Original Mix) 132.mp3",89.1,0.31749,2714.8,0.52,3
99_Archive/clean/The Exaltics/II Worlds/2-07 8000 Miles High.flac,107.67,0.35301,1530.6,0.4715,3
99_Archive/clean/The Wildchild Experience/The Best of Wildtrax/09 Jump to My Beat (original version).mp3,123.05,0.10863,3063.0,0.3602,2
99_Archive/clean/Think For Yourself/Intr0beatz (Original Mix) 124.mp3,123.05,0.24808,1866.1,0.4774,3
99_Archive/clean/The Whispers/The Whispers/05 And the Beat Goes On.mp3,112.35,0.17693,2257.7,0.2326,2
99_Archive/clean/Thomas Cerutti/Love Game (Original Mix).mp3,129.2,0.31693,2875.4,0.8274,5
99_Archive/clean/Thomas Cerutti/Pressure (Original Mix).mp3,83.35,0.32655,2770.9,0.5202,3
99_Archive/clean/Tifra/Terra Incognita/04 Terra Incognita (Admo remix).mp3,129.2,0.18395,2202.4,0.5102,3
"99_Archive/clean/Tino, Malachy, Brennan/Foundations EP/03 It's Time.mp3",129.2,0.23084,2942.2,0.6836,4
99_Archive/clean/Tiou De Checheu/Flabbergast (Original Mix) 127.mp3,129.2,0.13179,3478.5,0.562,3
99_Archive/clean/Time Selection/D Stone (Original Mix) 130.mp3,129.2,0.22314,3311.3,0.7056,4
99_Archive/clean/Titus1 feat. Kyle Jordan/Love Is Out There/04 Love Is Out There (Reece Low remix).mp3,123.05,0.31044,1445.0,0.5678,3
99_Archive/clean/Todd Terry/Break Down (Extended Mix).mp3,123.05,0.2426,3548.0,0.6143,4
99_Archive/clean/Tim Green/Body Stars (Original Mix) 123.flac,123.05,0.23255,3578.9,0.5987,3
99_Archive/clean/Todd Terry/UK Bootlegs (Ultimate Edition)/06 The Essence (original mix).mp3,123.05,0.29506,2698.9,0.6386,4
"99_Archive/clean/Tom Da Lips, Carl Hanaghan/I Believe (Original Mix).mp3",123.05,0.18541,2967.1,0.4411,3
99_Archive/clean/Tim Green/You Look Good (Original Mix) 123.flac,123.05,0.21502,3071.8,0.5192,3
"99_Archive/clean/Toni B, Dodi, Roiko (RH), Alt Control, SAQIB, Oldnews/All Stars 09/01 Vibe Check (Original Mix).mp3",123.05,0.24301,2724.7,0.5399,3
99_Archive/clean/Tim Green/Minds (Original Mix) 122.flac,123.05,0.16827,3868.3,0.4761,3
99_Archive/clean/TranceLucent/Bass/01 Bass (original mix).mp3,129.2,0.21559,3413.6,0.6971,4
99_Archive/clean/TN/FXWL 18B/02 Dian Fossey.flac,63.02,0.12542,1502.4,0.0579,1
99_Archive/clean/Todd Terje/Jolene (Todd Terje remix)/01 Jolene (Todd Terje remix).wav,117.45,0.1472,1866.1,0.1763,1
99_Archive/clean/Tred/Fragments Into Nothing/01 Fragments Into Nothing.flac,143.55,0.22329,2257.0,0.647,4
"99_Archive/clean/Trent Voyage x Elena Moroder/Parasol/01 Viola, Rosa, Blu.mp3",123.05,0.24041,3510.4,0.6093,4
99_Archive/clean/Trent Voyage x Elena Moroder/Parasol/03 Feel My Tide.mp3,129.2,0.22422,3067.8,0.6849,4
99_Archive/clean/Tred/Fragments Into Nothing/02 The Manitou.flac,152.0,0.32514,2546.0,0.8528,5
99_Archive/clean/Trumark/Jazz Influence (Original Mix) 120.mp3,117.45,0.16608,1569.5,0.187,1
99_Archive/clean/Tred/Fragments Into Nothing/03 Disconnected (Odyssey mix).flac,69.84,0.24987,2888.5,0.3948,2
99_Archive/clean/Trumark/She Saved My Dreams (Original Mix) 120.mp3,161.5,0.16262,1647.9,0.4957,3
99_Archive/clean/Type3/La Discoteca (Original Mix).mp3,123.05,0.35694,2856.3,0.7032,4
99_Archive/clean/Type3/Sensation (Original Mix).mp3,123.05,0.35011,2655.6,0.6803,4
99_Archive/clean/Tred/Fragments Into Nothing/04 Disconnected (Solid Blake remix).flac,161.5,0.09993,1199.1,0.4245,3
99_Archive/clean/Unknown/Rave Daze 002 [DAZE05].flac,129.2,0.15218,3056.8,0.5451,3
99_Archive/clean/Unknown Artist/EEE shite.flac,129.2,0.16597,2901.2,0.5467,3
99_Archive/clean/Unknown Artist/Hatrie.flac,123.05,0.1702,2531.4,0.3707,2
99_Archive/clean/Unknown/Unknown Artist - I Keep Rising.wav,123.05,0.2509,2301.5,0.5217,3
99_Archive/clean/Untangled/Harrison Bdp (Original Mix) 124.mp3,123.05,0.20141,3251.4,0.509,3
99_Archive/clean/Unlimited Touch ✭ In the middle (✄jkeff.miadancer.edit)/Unlimited Touch ✭ In the middle (✄jkeff.miadancer.edit).mp3,123.05,0.18439,3175.8,0.4673,3
99_Archive/clean/Uriah Persie/Pushing Lights (Original Mix).mp3,123.05,0.24767,3791.9,0.6411,4
99_Archive/clean/Uriah Persie/In My Body (Original Mix).mp3,123.05,0.20073,3533.1,0.526,3
99_Archive/clean/Unknown Artist/Sunrain.flac,123.05,0.17362,1624.3,0.3141,2
99_Archive/clean/Unknown Artist/Untitled.flac,129.2,0.21464,1939.9,0.5587,3
99_Archive/clean/Unknown Artist/Flying High/01 Flying High.flac,123.05,0.16407,2473.2,0.3568,2
99_Archive/clean/Unknown Artist/MYEDITS001/01 MYEDITS001.flac,129.2,0.15809,3338.9,0.5817,3
99_Archive/clean/Unknown Artist/QNQN7932/01 Superman.flac,123.05,0.16313,3024.2,0.4122,3
99_Archive/clean/UNKOWN/Dougie at the ockie.wav,129.2,0.18619,2493.0,0.5416,3
99_Archive/clean/Unknown Artist (ODE)/#A9E4FF B.flac,123.05,0.17483,840.8,0.2998,2
99_Archive/clean/V$T/Clara La San - Let You Go (V$T Speedgarage Flip).flac,143.55,0.13368,3059.2,0.5747,3
99_Archive/clean/Various/Matinée Group Summer 2005 Edition CD2/01 Under 19 - Call Me in America.flac,129.2,0.24902,2391.0,0.671,4
99_Archive/clean/8. Meera (No)/Unknown/No Title Yet (Original Mix) 122.mp3,123.05,0.31677,2033.9,0.6118,4
"99_Archive/clean/2nClubbers, Terry De Jeff/Unknown/Hola Piano (Extended Mix).mp3",129.2,0.30908,3039.7,0.8393,5
99_Archive/clean/AISENMA Beatz/Unknown/Side To Side (Original Mix).mp3,123.05,0.28467,1070.3,0.5331,3
"99_Archive/clean/4 My Babe (Feat. Raz)/Unknown/Raz, Di Saronno (Feat. Raz) 125.mp3",123.05,0.27633,3028.6,0.6475,4
99_Archive/clean/ACID HARRY/Unknown/Latina Flex (Original Mix).mp3,123.05,0.29178,2454.0,0.6157,4
99_Archive/clean/82J6/The Shallow Man/Lug (Original Mix).flac,129.2,0.13211,2669.7,0.4851,3
99_Archive/clean/9A - 129 - Fred Nasen/Remixes/Sunday Visitor (A Visit From The Mingers).flac,129.2,0.06098,2550.6,0.4326,3
99_Archive/clean/$uicideboy$;Shakewell/SHAMELESS $UICIDE/Big Shot Cream Soda.flac,152.0,0.37715,2169.7,0.8393,5
